Term,Label,Definition,domain,range,ParentProperty,RelatedTerms,Relation,Usage,Source,CreationDate,Modified,Status,Contributors,Resolution
iso_alpha2,ISO-alpha2,The ISO-Alpha2 code for a given region,dpv:Location,xsd:string,skos:altLabel,,,,"(ISO 3166,https://www.iso.org/iso-3166-country-codes.html)",2022-03-30,,accepted,Harshvardhan J. Pandit,https://www.w3.org/2022/03/30-dpvcg-minutes.html,,,,,,,,,,,,,
iso_alpha3,ISO-alpha3,The ISO-Alpha3 code for a given region,dpv:Location,xsd:string,skos:altLabel,,,,"(ISO 3166,https://www.iso.org/iso-3166-country-codes.html)",2022-03-30,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,
iso_numeric,ISO-numeric,The ISO-Numeric code for a given region,dpv:Location,xsd:string,skos:altLabel,,,,"(ISO 3166,https://www.iso.org/iso-3166-country-codes.html)",2022-03-30,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,
un_m49,UN-M49,The UN-M49 code for a given region,dpv:Location,xsd:string,skos:altLabel,,,,"(UN M49,https://unstats.un.org/unsd/methodology/m49)",2022-03-30,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,

,
,
,

,,


 ,





,
